20130517,95,<joshsmith>
20130517,50,<chee>
20130517,23,<silentpost>
20130517,16,<sacho>
20130517,12,<c4ptnh00k2>
20130517,11,<w00ble>
20130517,11,<supaguest>
20130517,11,<gx_>
20130517,10,<mk>
20130517,9,<guideX>
20130517,9,<cablop>
20130517,8,<JohnnyCache>
20130517,7,<thujone>
20130517,5,<toothrot>
20130517,5,<MRNV>
20130517,4,<MarkyC>
20130517,3,<lenswipee>
20130517,3,<equinox_>
20130517,2,<hugo_moss>
20130517,2,<eddiemonge>
20130518,127,<shoky>
20130518,59,<gurudeb>
20130518,52,<Whirl3d>
20130518,43,<zissou>
20130518,34,<liko>
20130518,34,<jrich>
20130518,27,<Forbidd3n>
20130518,25,<diverdude>
20130518,21,<Gazpacho>
20130518,20,<imdea>
20130518,16,<madprops>
20130518,16,<lenswipee>
20130518,15,<Johnson>
20130518,13,<xid_>
20130518,13,<Kcko_wrk>
20130518,12,<Speedstick>
20130518,12,<Nobita>
20130518,12,<bobbobbins>
20130518,10,<eisenheim>
20130518,9,<relipse2>
20130519,146,<jrich>
20130519,55,<shoky>
20130519,48,<RabSimpson>
20130519,46,<HAPPYFUNBALL>
20130519,41,<Dave_Stein>
20130519,41,<aro>
20130519,39,<yellowfish>
20130519,39,<jedimind>
20130519,37,<guideX>
20130519,34,<Whirl3d>
20130519,29,<madabyss>
20130519,27,<MickRip>
20130519,26,<ATIXIUM>
20130519,25,<Woet>
20130519,24,<zissou>
20130519,23,<Fraz>
20130519,22,<dumbdell>
20130519,21,<mk>
20130519,20,<fattest>
20130519,20,<brianng>
20130520,228,<Cork>
20130520,112,<shoky>
20130520,105,<c4ptnh00k>
20130520,56,<BillCriswell>
20130520,51,<wilkinsmc>
20130520,42,<ravenzz>
20130520,41,<clov3r>
20130520,35,<lenswipe>
20130520,34,<Baseer>
20130520,34,<bananasdoom>
20130520,34,<bambu>
20130520,29,<coldhead>
20130520,26,<sahilsk>
20130520,26,<nashant>
20130520,24,<kostodo>
20130520,23,<Joseph_Silber>
20130520,21,<zissou>
20130520,21,<hawtin>
20130520,20,<paulvd>
20130520,19,<innociv_>
20130521,422,<Cork>
20130521,172,<dapingwing>
20130521,106,<c4ptnh00k>
20130521,100,<Assim_Build>
20130521,94,<BillCriswell>
20130521,62,<lenswipee>
20130521,38,<ph88>
20130521,32,<shoky>
20130521,32,<guideX>
20130521,25,<dabear>
20130521,25,<Bloomberg_>
20130521,21,<seutje>
20130521,20,<xec_>
20130521,19,<oleyb>
20130521,18,<CausaMortis>
20130521,17,<newtothis>
20130521,17,<lemonsparrow>
20130521,17,<Bloomberg>
20130521,16,<syskk>
20130521,16,<rbs>
20130522,315,<Cork>
20130522,141,<shoky>
20130522,102,<seutje>
20130522,89,<lenswipee>
20130522,84,<oojacoboo>
20130522,57,<jedimind>
20130522,55,<raddevon>
20130522,53,<tw2113>
20130522,49,<Siecje>
20130522,48,<aneki>
20130522,39,<xhoy>
20130522,38,<joobie>
20130522,37,<paulvd>
20130522,35,<Krinkle>
20130522,34,<jeffsmykil>
20130522,33,<redner>
20130522,33,<mobile8>
20130522,31,<lemonsparrow>
20130522,31,<fabioportieri>
20130522,25,<dokma>
20130523,209,<Cork>
20130523,126,<shoky>
20130523,87,<geiregjo>
20130523,51,<seutje>
20130523,45,<joobie>
20130523,42,<Nemurenai>
20130523,42,<enerel>
20130523,39,<druiz>
20130523,35,<fabioportieri>
20130523,35,<bet0x>
20130523,30,<wilkinsmc>
20130523,29,<lasha>
20130523,29,<jaco>
20130523,26,<skypce>
20130523,24,<Amburger>
20130523,19,<FernandoBasso>
20130523,15,<hawtin>
20130523,14,<walidvb>
20130523,14,<s3d_matt>
20130523,14,<roy_raider>
20130524,93,<Cork>
20130524,67,<BillCriswell>
20130524,48,<R0ckET>
20130524,44,<loopsdeer>
20130524,40,<Malard>
20130524,35,<walidvb>
20130524,30,<unnu>
20130524,28,<Net301>
20130524,26,<jedimind>
20130524,26,<compact>
20130524,25,<sekyms>
20130524,24,<demonkiller>
20130524,24,<c4ptnh00k>
20130524,23,<Passionate>
20130524,22,<msafi>
20130524,21,<RobW>
20130524,20,<tw2113>
20130524,20,<mg983>
20130524,19,<sacho>
20130524,18,<relipse>
20130525,46,<Vasa>
20130525,37,<GoSox>
20130525,24,<RohanBhangui>
20130525,24,<Getty>
20130525,22,<enerel>
20130525,21,<eager>
20130525,20,<walidvb>
20130525,19,<sacho>
20130525,19,<jop008>
20130525,19,<bomba_>
20130525,16,<madprops>
20130525,16,<luigi69>
20130525,14,<motaka2>
20130525,14,<mauricio>
20130525,12,<hawtin>
20130525,11,<FrameFever>
20130525,10,<seseisanudo>
20130525,10,<platzhirsch>
20130525,10,<joobie>
20130525,10,<abstrusenick>
20130526,44,<Cork>
20130526,41,<shoky>
20130526,38,<unnu>
20130526,34,<JBlitzen>
20130526,26,<user_corrupt>
20130526,25,<systemfault>
20130526,24,<darkmutt>
20130526,22,<meingrosserfreun>
20130526,15,<FortuneDays>
20130526,14,<Wolfed>
20130526,13,<HarryPitfall>
20130526,11,<tw2113>
20130526,11,<madprops>
20130526,11,<banister_>
20130526,10,<lord4163>
20130526,9,<vst332>
20130526,9,<rosieres>
20130526,9,<hawtin>
20130526,9,<enerel>
20130526,7,<lejocelyn>
20130527,179,<Cork>
20130527,135,<unnu>
20130527,85,<aMoniker>
20130527,71,<GoSox>
20130527,53,<not_mike>
20130527,50,<seutje>
20130527,48,<shoky>
20130527,37,<xec_>
20130527,35,<dumbdell>
20130527,35,<BulleTTime>
20130527,34,<screamingbanshee>
20130527,33,<tw2113>
20130527,29,<jedimind>
20130527,28,<MarcGuay>
20130527,26,<motaka2>
20130527,24,<stephen_camilo>
20130527,24,<flying_rhino>
20130527,23,<newtothis>
20130527,23,<dopie>
20130527,22,<Iszak>
20130528,346,<Cork>
20130528,132,<Stephen>
20130528,114,<EdwardIII>
20130528,87,<not_mike>
20130528,60,<monk3y>
